id,type_de_bien,année,nb_de_pieces,surface,ville,prix
2879,maison,1970,8,149, AUDENGE,378000
2880,maison,1900,5,100, BLAYE,84000
2881,appartement,1990,3,69, BORDEAUX,375000
2882,maison,1900,7,202, QUEYRAC,182900
2883,maison,8,5,500, FARGUES ST HILAIRE,997500
2884,maison,5,2,145, LUDON MEDOC,412500
2885,maison,6,3,170, LA TESTE DE BUCH,579000
2886,maison,5,3,193, GORNAC,165500
2887,maison,4,3,84, VILLENAVE D ORNON,325000
2888,maison,4,3,62, LEGE CAP FERRET,264500
2889,maison,1900,5,90, BORDEAUX,577000
2890,maison,1900,9,230, BORDEAUX,890000
2891,maison,10,4,330, SAUVETERRE DE GUYENNE,650000
2892,maison,4,3,89, LE TEICH,401500
2893,maison,1982,6,130, MERIGNAC,621000
2894,maison,1970,4,85, LE TAILLAN MEDOC,313000
2895,appartement,2,1,44, LANGON,75000
2896,maison,1932,5,170, LIBOURNE,640000
2897,maison,1980,5,135, ST MEDARD EN JALLES,449000
2898,maison,1850,6,229, LANGON,184000
2899,maison,1970,7,160, ARCACHON,1050000
2900,maison,7,5,389, ARCACHON,3065000
2901,maison,1960,4,150, SOULAC SUR MER,418000
2902,maison,5,3,172, GUJAN MESTRAS,1120000
2903,maison,6,5,140, REIGNAC,199500
2904,appartement,3,2,58, BIGANOS,181500
2905,maison,1974,16,525, BORDEAUX,630000
2906,maison,1984,5,140, LA TESTE DE BUCH,328500
2907,appartement,2011,4,95, BORDEAUX,556000
2908,maison,5,4,111, GENSAC,91500
2909,maison,6,3,157, CAZALIS,215000
2910,maison,6,3,146, ST JEAN D ILLAC,735000
2911,appartement,3,2,65, BORDEAUX,272000
2912,maison,1978,4,139, GUJAN MESTRAS,499000
2913,appartement,2006,3,82, BORDEAUX,395000
2914,appartement,2007,4,81, BORDEAUX,389000
2915,maison,15,9,1830, BORDEAUX,8900000
2916,maison,8,4,250, ST SULPICE ET CAMEYRAC,1240000
2917,maison,1995,5,132, ST GERVAIS,290000
2918,maison,2018,4,90, GALGON,243000
2919,maison,1800,4,87, TALAIS,150900
2920,maison,5,4,105, MERIGNAC,402000
2921,appartement,3,2,67, BORDEAUX,350000
2922,maison,4,3,112, COUTRAS,123500
2923,maison,2,1,84, SADIRAC,265000
2924,appartement,2020,2,48, PESSAC,242000
2925,appartement,1972,3,68, TALENCE,210000
2926,appartement,2019,3,65, LORMONT,216000
2927,maison,3,2,65, MERIGNAC,280000
2928,maison,4,3,90, GUJAN MESTRAS,499000
2929,maison,1850,4,52, CASTETS EN DORTHE,97000
2930,appartement,3,2,64, MERIGNAC,276000
2931,maison,6,4,230, LIBOURNE,599500
2932,maison,1850,7,240, LIBOURNE,559000
2933,maison,5,3,172, PELLEGRUE,149500
2934,maison,4,3,82, BIEUJAC,189500
2935,maison,4,1,98, LA REOLE,94000
2936,appartement,1900,2,40, BORDEAUX,140000
2937,appartement,2,1,40, BORDEAUX,140000
2938,appartement,2013,2,54, BEGLES,196100
2939,maison,1991,6,154, GRAYAN ET L HOPITAL,303300
2940,maison,1900,7,195, BORDEAUX,992000
2941,maison,7,4,240, CREON,499000
2942,maison,1985,6,125, ANDERNOS LES BAINS,466000
2943,appartement,2009,3,83, GUJAN MESTRAS,275000
2944,maison,6,5,189, ST AUBIN DE MEDOC,650000
2945,appartement,4,3,82, LA TESTE DE BUCH,340000
2946,maison,2008,3,72, BRANNE,149800
2947,maison,3,2,55, ST MEDARD EN JALLES,192000
2948,maison,5,3,91, ST MEDARD EN JALLES,297000
2949,appartement,3,2,57, BORDEAUX,342000
2950,appartement,1920,1,23, BORDEAUX,239000
2951,maison,4,3,85, LEGE CAP FERRET,1294710
2952,maison,1900,9,300, BOURG,399000
2953,maison,1982,10,204, PESSAC,700000
2954,maison,1950,3,64, GUJAN MESTRAS,206700
2955,maison,7,5,240, ST EMILION,412000
2956,maison,7,5,240, ST EMILION,475000
2957,maison,10,7,313, BLAYE,265000
2958,maison,1950,6,187, ST SULPICE ET CAMEYRAC,673000
2959,maison,1950,4,91, LE TEICH,283000
2960,appartement,3,1,65, BORDEAUX,348000
2961,maison,5,3,100, RAUZAN,99000
2962,maison,4,3,72, ARCACHON,595000
2963,maison,1900,7,203, BORDEAUX,755000
2964,appartement,1980,3,103, BORDEAUX,369000
2965,maison,1935,4,87, BORDEAUX,344000
2966,maison,2020,5,166, BORDEAUX,990000
2967,maison,1960,3,83, LANTON,279500
2968,appartement,1970,4,86, MERIGNAC,180000
2969,appartement,3,2,79, BORDEAUX,543300
2970,appartement,1900,2,37, BORDEAUX,204250
2971,maison,4,3,80, IZON,177000
2972,maison,1982,4,122, ARTIGUES PRES BORDEAUX,399500
2973,maison,1930,4,120, BORDEAUX,780000
2974,maison,1980,5,144, ST MEDARD EN JALLES,482000
2975,maison,1992,5,151, GUJAN MESTRAS,632875
2976,appartement,3,1,71, BORDEAUX,194400
2977,appartement,1900,5,283, TALENCE,798000
2978,appartement,7,3,154, BORDEAUX,979650
2979,maison,4,3,104, STE HELENE,360000
2980,maison,4,2,94, MARCHEPRIME,339000
2981,maison,2000,4,80, ST GERMAIN D ESTEUIL,181700
2982,maison,8,6,293, BRANNE,339000
2983,maison,7,5,180, SADIRAC,433500
2984,appartement,5,3,127, BORDEAUX,1459000
2985,maison,4,3,154, LUGOS,346500
2986,appartement,3,2,76, BORDEAUX,247200
2987,maison,1900,8,260, ARVEYRES,435000
2988,maison,7,5,175, SALLES,476500
2989,appartement,2000,2,42, LIBOURNE,92500
2990,appartement,4,2,102, BORDEAUX,422500
2991,maison,4,3,90, ST GERMAIN DU PUCH,249000
2992,appartement,2,2,42, VILLENAVE D ORNON,169900
2993,maison,1970,3,55, BORDEAUX,289000
2994,maison,1977,4,81, VILLENAVE D ORNON,335000
2995,maison,2010,2,41, GRIGNOLS,80500
2996,maison,1900,4,95, CASTILLON LA BATAILLE,95000
2997,maison,1980,7,216, ST LOUBES,445000
2998,maison,1850,3,70, ST ANDRE DE CUBZAC,99000
2999,appartement,2,1,42, BORDEAUX,204000
3000,appartement,1900,3,100, BORDEAUX,695000
3001,maison,8,4,243, SILLAS,295000
3002,maison,1880,5,135, LANGOIRAN,213200
3003,maison,10,6,400, ST ANDRE DE CUBZAC,397100
3004,maison,7,4,218, FARGUES ST HILAIRE,496500
3005,maison,5,3,75, BORDEAUX,517500
3006,maison,5,4,86, GUJAN MESTRAS,353000
3007,maison,5,3,156, LA TESTE DE BUCH,735000
3008,maison,3,1,50, ST LOUBES,213000
3009,maison,9,3,149, CARCANS,394800
3010,maison,6,4,201, TALENCE,808500
3011,maison,7,4,400, COUTRAS,370500
3012,appartement,1900,5,206, BORDEAUX,1190000
3013,maison,1978,5,115, LIBOURNE,264000
3014,maison,2001,7,220, LIBOURNE,490000
3015,maison,2007,5,110, AUDENGE,365000
3016,appartement,3,2,74, ARCACHON,785000
3017,appartement,3,2,109, ARCACHON,1040000
3018,maison,6,4,153, LIBOURNE,369000
3019,maison,13,6,428, BORDEAUX,720000
3020,maison,5,4,145, BORDEAUX,658000
3021,maison,9,6,230, LIGNAN DE BAZAS,421000
3022,maison,4,2,109, FARGUES,271300
3023,maison,5,3,100, LANGON,190000
3024,maison,2007,10,290, SAUVETERRE DE GUYENNE,593600
3025,appartement,3,2,60, ANDERNOS LES BAINS,315000
3026,appartement,2019,3,63, BEGLES,248000
3027,maison,6,3,170, MERIGNAC,682500
3028,maison,5,4,120, CUBZAC LES PONTS,213000
3029,maison,5,3,155, PODENSAC,250000
3030,maison,1970,10,210, ARCACHON,1395000
3031,maison,1985,6,130, AMBARES ET LAGRAVE,364700
3032,maison,5,2,308, PUGNAC,220500
3033,maison,5,2,308, GENERAC,220500
3034,maison,5,2,308, MAZION,220500
3035,maison,7,5,130, MERIGNAC,454500
3036,appartement,4,3,92, LORMONT,302000
3037,maison,4,3,109, LE TAILLAN MEDOC,349500
3038,maison,8,5,250, GENISSAC,391500
3039,maison,5,3,142, LOUPES,480500
3040,maison,7,4,212, ST GERVAIS,160500
3041,maison,4,3,100, GUJAN MESTRAS,365000
3042,appartement,4,3,107, ARCACHON,955000
3043,maison,5,3,117, LE BOUSCAT,735000
3044,maison,3,2,78, LA TESTE DE BUCH,496500
3045,maison,6,4,180, MIOS,528000
3046,maison,13,10,420, LANGON,454500
3047,appartement,2,1,34, COUTRAS,57000
3048,appartement,3,2,58, BORDEAUX,249000
3049,maison,1972,6,135, BORDEAUX,783000
3050,maison,6,5,220, LUGOS,634000
3051,maison,6,5,165, LA SAUVE,299000
3052,maison,1800,7,257, SABLONS,399000
3053,maison,7,4,188, PESSAC,850500
3054,maison,1900,7,155, BORDEAUX,840000
3055,appartement,1900,4,130, ARCACHON,740000
3056,appartement,2,1,50, MERIGNAC,131800
3057,appartement,1970,4,75, LIBOURNE,129000
3058,appartement,1930,2,43, BORDEAUX,214000
3059,appartement,1987,3,70, BORDEAUX,584000
3060,appartement,2021,3,67, EYSINES,310000
3061,appartement,2021,2,46, EYSINES,210000
3062,maison,2021,3,67, EYSINES,390000
3063,maison,1800,7,191, LIBOURNE,360000
3064,maison,4,2,90, LEOGNAN,217900
3065,maison,2020,6,174, BORDEAUX,985000
3066,maison,1985,5,169, LA TESTE DE BUCH,567000
3067,appartement,3,2,53, SOULAC SUR MER,290000
3068,maison,1990,3,41, LE VERDON SUR MER,76000
3069,maison,1850,5,98, CASTETS EN DORTHE,144000
3070,maison,1992,5,102, LANGON,212000
3071,maison,1958,4,161, ANDERNOS LES BAINS,548000
3072,maison,9,5,247, SAUTERNES,465000
3073,maison,4,3,91, BORDEAUX,444000
3074,appartement,6,5,133, BORDEAUX,790000
3075,maison,6,3,140, MERIGNAC,698000
3076,appartement,2,1,50, ARCACHON,355000
3077,maison,1994,7,155, ST MEDARD EN JALLES,598000
3078,maison,1993,4,100, LACANAU OCEAN                   ,470000
3079,maison,3,2,68, ETAULIERS,59000
3080,appartement,2,1,51, BORDEAUX,273000
3081,appartement,2,1,45, MERIGNAC,196300
3082,appartement,1980,4,70, LE BOUSCAT,579000
3083,appartement,1900,3,74, BORDEAUX,414000
3084,maison,1900,6,125, ARCACHON,748000
3085,maison,6,4,170, BORDEAUX,699000
3086,maison,7,4,165, LATRESNE,728000
3087,maison,10,5,380, CREON,670000
3088,appartement,4,3,98, MERIGNAC,443500
3089,maison,5,3,92, MERIGNAC,359500
3090,maison,5,2,150, ST MAGNE DE CASTILLON,202000
3091,maison,7,4,230, BLASIMON,254500
3092,maison,4,2,97, STE FOY LA GRANDE,49000
3093,maison,4,3,94, LANGON,204500
3094,appartement,3,2,72, ST MEDARD EN JALLES,199600
3095,maison,4,3,91, ST MEDARD EN JALLES,314000
3096,maison,5,4,307, BARSAC,494500
3097,maison,4,3,150, LA TESTE DE BUCH,299700
3098,maison,1992,7,170, ST AUBIN DE MEDOC,572000
3099,maison,1920,3,69, BORDEAUX,278250
3100,maison,8,6,196, ARCACHON,1500000
3101,maison,20,14,1300, CASSEUIL,2080000
3102,maison,1985,4,101, LE VERDON SUR MER,243100
3103,appartement,5,3,115, BORDEAUX,371000
3104,maison,1850,7,227, CASTETS EN DORTHE,243000
3105,maison,10,6,398, STE TERRE,410000
3106,maison,6,4,165, LIBOURNE,306000
3107,maison,2003,8,200, BRANNE,318000
3108,maison,2003,8,200, BRANNE,343000
3109,maison,1985,5,168, MERIGNAC,649000
3110,appartement,1948,2,53, BORDEAUX,270000
3111,maison,1930,5,185, LE BOUSCAT,766500
3112,maison,1930,7,187, BORDEAUX,747000
3113,maison,10,4,230, BORDEAUX,899000
3114,maison,8,5,175, RUCH,86500
3115,maison,2001,3,73, MERIGNAC,243800
3116,appartement,5,4,99, BORDEAUX,370500
3117,maison,5,4,110, ST MAGNE,299675
3118,maison,12,6,400, BORDEAUX,3780000
3119,maison,6,3,100, LA BREDE,286000
3120,maison,4,2,113, ETAULIERS,134500
3121,maison,5,3,150, BLAYE,210000
3122,maison,3,2,69, ETAULIERS,60000
3123,maison,5,3,150, ETAULIERS,210000
3124,maison,1809,8,288, BLAYE,945000
3125,maison,4,2,103, BORDEAUX,471500
3126,maison,1800,8,305, LAMOTHE LANDERRON,337600
3127,appartement,2021,3,68, BIGANOS,246500
3128,appartement,2021,3,67, BIGANOS,239500
3129,maison,8,6,170, PESSAC,445000
3130,appartement,4,3,81, MERIGNAC,351000
3131,maison,4,3,85, ST AUBIN DE MEDOC,350000
3132,maison,6,5,160, BORDEAUX,802200
3133,maison,4,3,114, ST GERVAIS,228500
3134,maison,4,2,101, BOURG,213000
3135,maison,11,6,270, PRIGNAC ET MARCAMPS,528000
3136,maison,4,3,81, ANDERNOS LES BAINS,528000
3137,appartement,5,4,145, BORDEAUX,682500
3138,maison,5,4,164, BORDEAUX,729750
3139,appartement,2,1,46, EYSINES,211000
3140,maison,4,3,118, BORDEAUX,538000
3141,maison,6,3,200, BORDEAUX,777000
3142,maison,2008,5,92, ST LAURENT MEDOC,225000
3143,maison,1971,4,80, VENDAYS MONTALIVET,165000
3144,maison,7,6,160, ARCACHON,1199000
3145,appartement,2,1,34, BORDEAUX,195000
3146,appartement,2,1,46, BORDEAUX,234000
3147,maison,2,1,38, BORDEAUX,231000
3148,maison,4,3,110, BORDEAUX,514000
3149,maison,1900,5,131, BORDEAUX,630000
3150,maison,7,5,302, LE BOUSCAT,825000
3151,maison,2,1,41, VILLENEUVE,40000
3152,maison,1987,7,150, PESSAC,560000
3153,appartement,2009,3,59, LE HAILLAN,226825
3154,appartement,3,2,65, TALENCE,317000
3155,maison,1980,4,121, ANDERNOS LES BAINS,353000
3156,maison,2000,7,152, ST SAUVEUR,363000
3157,appartement,1900,6,164, BORDEAUX,620000
3158,maison,25,29,1000, BORDEAUX,2650000
3159,maison,1900,8,170, BORDEAUX,840000
3160,maison,5,3,130, LIBOURNE,299000
3161,maison,8,4,328, ST EMILION,441000
3162,maison,1890,5,93, VIGNONET,199000
3163,maison,1900,5,140, BORDEAUX,598000
3164,appartement,1980,2,55, MERIGNAC,189000
3165,maison,1995,5,213, ARES,899000
3166,appartement,2022,2,40, BRUGES,193000
3167,maison,8,6,217, PLASSAC,292600
3168,maison,1985,4,100, VIRSAC,310000
3169,maison,1880,5,212, CEZAC,296000
3170,maison,1927,8,260, MARANSIN,583000
3171,appartement,4,3,100, BORDEAUX,464000
3172,appartement,3,2,66, BORDEAUX,324000
3173,maison,5,3,170, CEZAC,318000
3174,appartement,1,1,30, ARCACHON,218000
3175,maison,5,4,219, CURSAN,525000
3176,appartement,1983,2,28, ARCACHON,368000
3177,maison,2015,6,133, SALLES,392000
3178,appartement,4,3,90, BORDEAUX,462000
3179,appartement,1,1,24, LA BREDE,101500
3180,maison,5,4,140, LA TESTE DE BUCH,609000
3181,maison,6,4,180, MONSEGUR,160000
3182,maison,1,1,50, SOULAC SUR MER,127200
3183,maison,9,6,294, CAVIGNAC,630000
3184,maison,13,5,276, ST GERMAIN DU PUCH,276000
3185,maison,3,2,40, SOULAC SUR MER,113700
3186,appartement,1900,4,94, BORDEAUX,381900
3187,maison,2010,5,150, MERIGNAC,676000
3188,appartement,6,4,198, BORDEAUX,1099880
3189,maison,4,3,109, MERIGNAC,402000
3190,appartement,3,2,82, BORDEAUX,265500
3191,maison,8,5,240, LE PIAN MEDOC,840000
3192,maison,3,2,67, ANDERNOS LES BAINS,386000
3193,maison,1850,10,208, BOURG,410000
3194,maison,1900,6,115, LIBOURNE,108000
3195,maison,1944,4,110, BARSAC,135000
3196,maison,1983,6,145, LE PIAN MEDOC,446200
3197,maison,2009,6,200, ANDERNOS LES BAINS,799000
3198,maison,3,2,76, RUCH,88500
3199,maison,6,5,200, BLASIMON,286000
3200,maison,8,5,216, GENSAC,475000
3201,maison,7,5,133, GARDEGAN ET TOURTIRAC,212500
3202,appartement,3,2,57, PAILLET,133000
3203,maison,1980,8,200, LARUSCADE,265000
3204,appartement,2,1,44, LANGON,77000
3205,appartement,2007,2,49, ST LAURENT MEDOC,90500
3206,maison,1992,4,102, HOURTIN,257000
3207,maison,2014,5,116, SALLES,351750
3208,maison,1850,9,380, ST EMILION,625000
3209,maison,2016,4,90, GUITRES,171000
3210,maison,2007,3,69, ANDERNOS LES BAINS,379000
3211,maison,2019,5,122, BELIN BELIET,358000
3212,maison,5,4,100, ANDERNOS LES BAINS,530000
3213,maison,1850,7,223, SAUVETERRE DE GUYENNE,275000
3214,maison,1980,3,33, HOURTIN,140700
3215,maison,2005,4,114, BELIN BELIET,290000
3216,maison,1905,7,230, BEGLES,918000
3217,appartement,2011,4,90, BORDEAUX,565000
3218,appartement,3,2,88, LACANAU OCEAN                   ,329000
3219,appartement,4,3,82, LE BOUSCAT,403000
3220,appartement,3,2,62, LE BOUSCAT,323000
3221,appartement,2021,4,87, BORDEAUX,409000
3222,appartement,2021,4,87, BORDEAUX,547000
3223,appartement,2,1,46, LORMONT,186000
3224,appartement,3,2,64, LORMONT,251000
3225,maison,4,3,91, LORMONT,297159
3226,appartement,2,1,31, SOULAC SUR MER,108300
3227,maison,1870,7,220, FARGUES ST HILAIRE,595000
3228,appartement,1970,5,160, BORDEAUX,570000
3229,appartement,1950,3,65, BEGLES,179400
3230,maison,10,6,315, TALENCE,1290000
3231,maison,4,3,139, TALENCE,650000
3232,maison,10,6,300, SAUTERNES,530000
3233,appartement,2,2,32, ST QUENTIN DE BARON,65500
3234,maison,1900,7,220, LIBOURNE,673000
3235,maison,1990,5,276, LESPARRE MEDOC,330000
3236,maison,1900,8,190, ST EMILION,180000
3237,appartement,1980,3,64, BORDEAUX,212000
3238,maison,4,3,222, LESPARRE MEDOC,193100
3239,maison,2003,5,132, GAILLAN EN MEDOC,223700
3240,maison,1976,6,191, LANGON,275000
3241,maison,7,5,224, CARTELEGUE,367500
3242,maison,1821,7,240, ST ANDRE DE CUBZAC,829000
3243,maison,7,1,180, ST DENIS DE PILE,96000
3244,maison,4,3,96, MACAU,265500
3245,maison,6,4,168, LE BOUSCAT,997500
3246,maison,7,5,170, ST CHRISTOPHE DE DOUBLE,213000
3247,maison,1850,6,150, ST MAGNE DE CASTILLON,378000
3248,appartement,2,1,57, BORDEAUX,336000
3249,maison,8,6,173, HOSTENS,336000
3250,maison,7,5,190, LANGON,272000
3251,maison,4,3,99, LES BILLAUX,265000
3252,maison,4,3,91, CENON,328000
3253,maison,4,2,108, BEGLES,422500
3254,maison,2018,3,67, CREON,159500
3255,maison,3,2,110, ST MARTIN DU BOIS,168000
3256,appartement,3,2,75, BORDEAUX,315000
3257,maison,5,3,150, BORDEAUX,766500
3258,appartement,1985,2,54, BORDEAUX,207000
3259,maison,1920,6,225, BORDEAUX,850000
3260,appartement,2021,2,41, BIGANOS,192500
3261,appartement,2,1,44, ST MACAIRE,66000
3262,maison,5,3,120, ST AUBIN DE MEDOC,402000
3263,maison,12,6,280, LACANAU OCEAN                   ,756000
3264,maison,4,3,95, ST GERMAIN DU PUCH,302000
3265,appartement,4,3,87, BORDEAUX,415000
3266,appartement,3,2,57, GUJAN MESTRAS,192000
3267,maison,4,3,74, LEGE CAP FERRET,381000
3268,appartement,2,1,34, COUTRAS,68000
3269,maison,7,4,300, HAUX,761250
3270,appartement,2,1,54, BORDEAUX,267000
3271,appartement,3,2,50, BORDEAUX,276000
3272,appartement,1971,3,72, PESSAC,190800
3273,appartement,1974,3,57, BORDEAUX,165000
3274,appartement,1980,3,85, ARCACHON,630000
3275,maison,2016,6,140, AUDENGE,570000
3276,appartement,2020,3,61, LA TESTE DE BUCH,260000
3277,appartement,2020,4,82, LA TESTE DE BUCH,340000
3278,maison,1965,12,305, ARCACHON,1470000
3279,maison,1900,5,123, ST DENIS DE PILE,230000
3280,maison,2015,3,78, IZON,275000
3281,maison,1989,7,180, ST SULPICE ET CAMEYRAC,392000
3282,maison,2008,4,85, ARES,307000
3283,maison,14,8,321, LESPARRE MEDOC,489000
3284,maison,6,4,167, ST PHILIPPE D AIGUILLE,354000
3285,appartement,3,2,68, FLOIRAC,192000
3286,maison,6,4,161, BOULIAC,756000
3287,appartement,3,2,65, BORDEAUX,375000
3288,appartement,4,3,115, BORDEAUX,682500
3289,maison,1900,5,162, LESPARRE MEDOC,315600
3290,maison,7,2,165, BORDEAUX,898000
3291,maison,5,3,125, ST SEURIN SUR L ISLE,189000
3292,maison,5,3,125, ST SEURIN SUR L ISLE,189000
3293,maison,1900,7,197, BOURG,230000
3294,appartement,1964,4,65, BORDEAUX,210000
3295,appartement,2,1,33, LA REOLE,71500
3296,appartement,1900,3,60, BORDEAUX,430000
3297,maison,2007,10,290, LANGON,593600
3298,maison,4,3,108, ARES,400400
3299,maison,5,3,100, BELIN BELIET,304000
3300,appartement,3,2,59, BORDEAUX,180200
3301,maison,1970,4,170, COUTRAS,365000
3302,appartement,2017,2,45, MERIGNAC,210000
3303,appartement,2014,4,92, BORDEAUX,379000
3304,maison,1978,6,130, AMBARES ET LAGRAVE,364000
3305,maison,4,2,70, ST MEDARD DE GUIZIERES,118000
3306,maison,10,4,153, LANGON,221000
3307,appartement,5,3,81, BEGLES,245000
3308,maison,1899,5,166, BERSON,170000
3309,maison,12,6,350, LIBOURNE,670000
3310,maison,1900,6,280, ST EMILION,635000
3311,appartement,2006,2,50, PAILLET,90200
3312,maison,1920,4,95, BORDEAUX,381900
3313,maison,2010,3,61, AUDENGE,209880
3314,maison,1800,7,220, ST MARTIN DE LAYE,327000
3315,maison,14,9,500, BORDEAUX,798000
3316,appartement,1968,5,133, GRADIGNAN,349000
3317,maison,1898,6,250, CAVIGNAC,358700
3318,maison,1960,7,130, ARCACHON,850000
3319,appartement,1,1,26, BORDEAUX,157500
3320,appartement,2,1,60, BORDEAUX,346500
3321,appartement,2019,3,60, MERIGNAC,267000
3322,maison,1964,6,140, ARCACHON,1120000
3323,maison,1909,3,68, SOULAC SUR MER,161500
3324,maison,3,2,137, ST EMILION,423000
3325,maison,5,2,210, FARGUES ST HILAIRE,840000
3326,maison,10,6,280, ST GERVAIS,625000
3327,maison,6,5,220, COUTRAS,265500
3328,appartement,2018,4,82, BORDEAUX,399000
3329,maison,2,1,53, ST MEDARD DE GUIZIERES,155000
3330,maison,1983,7,170, ST DENIS DE PILE,315000
3331,appartement,2019,4,80, MERIGNAC,395000
3332,maison,1975,4,90, GALGON,177000
3333,appartement,3,2,60, CENON,233000
3334,appartement,4,3,83, CENON,395000
3335,appartement,2021,2,42, BORDEAUX,199000
3336,appartement,3,2,61, BORDEAUX,292000
3337,appartement,2005,3,60, AMBARES ET LAGRAVE,139000
3338,maison,4,3,160, SALLEBOEUF,609000
3339,maison,1850,7,223, LANGON,275000
3340,appartement,3,2,30, HOURTIN,90000
3341,appartement,2008,4,66, VILLENAVE D ORNON,195000
3342,appartement,2019,2,41, PAREMPUYRE,168500
3343,appartement,2018,2,44, LE TAILLAN MEDOC,186000
3344,maison,1974,5,121, AMBARES ET LAGRAVE,315500
3345,appartement,1970,4,75, BORDEAUX,175700
3346,maison,5,4,165, VILLENAVE D ORNON,682500
3347,maison,3,2,71, GRADIGNAN,295500
3348,appartement,4,3,84, BORDEAUX,395000
3349,maison,6,5,201, ASQUES,399500
3350,maison,5,3,157, ARES,528000
3351,maison,5,3,130, COUTRAS,108000
3352,maison,4,3,186, LAGORCE,297000
3353,appartement,1,1,18, HOURTIN,63000
3354,appartement,2,1,34, BORDEAUX,125000
3355,maison,1949,5,120, LOUCHATS,139200
3356,appartement,2005,4,87, CENON,335000
3357,maison,1985,5,147, ST SULPICE ET CAMEYRAC,450000
3358,appartement,1920,3,93, BORDEAUX,342000
3359,maison,5,4,144, LEGE CAP FERRET,630000
3360,maison,1930,5,132, BORDEAUX,480000
3361,maison,1900,5,130, LIBOURNE,230000
3362,maison,2006,4,83, LANTON,388500
3363,appartement,1970,1,27, BORDEAUX,157500
3364,maison,2019,4,83, BORDEAUX,475000
3365,maison,1700,8,524, ST EMILION,1325000
3366,maison,2009,5,183, LE BOUSCAT,800000
3367,appartement,2015,3,74, VILLENAVE D ORNON,260000
3368,maison,10,6,308, BORDEAUX,1080000
3369,appartement,2003,3,83, BORDEAUX,341250
3370,appartement,2010,1,22, MERIGNAC,78000
3371,maison,2008,6,169, BRUGES,574500
3372,maison,11,5,470, LIBOURNE,672000
3373,maison,1989,6,109, LANGON,243000
3374,maison,2012,3,62, EYSINES,252000
3375,appartement,2,1,49, BORDEAUX,360000
3376,maison,6,5,118, PEUJARD,281000
3377,maison,7,4,276, PAILLET,748000
3378,maison,1976,6,125, GUJAN MESTRAS,445000
3379,maison,3,2,70, LES EGLISOTTES ET CHALAURES,80000
3380,maison,7,4,179, ST MEDARD EN JALLES,615000
3381,maison,1900,4,140, ST ESTEPHE,233900
3382,maison,14,6,440, GENISSAC,599500
3383,maison,1990,8,179, BORDEAUX,645000
3384,maison,5,4,114, PESSAC,454500
3385,maison,8,4,230, LIBOURNE,598000
3386,maison,2019,4,81, BORDEAUX,479000
3387,maison,1960,4,110, AUDENGE,393000
3388,maison,1960,4,110, LANTON,393000
3389,maison,1900,4,77, RUCH,88800
3390,appartement,2,1,41, MERIGNAC,212500
3391,maison,4,3,111, ST PEY DE CASTETS,165000
3392,maison,5,4,132, ARBANATS,399500
3393,maison,1971,6,143, POMPIGNAC,450000
3394,maison,2008,11,380, ST AUBIN DE MEDOC,1390000
3395,maison,1948,4,90, STE HELENE,450000
3396,maison,1986,3,47, LANTON,233200
3397,maison,1993,3,82, EYSINES,259000
3398,maison,1800,11,175, LIBOURNE,885000
3399,maison,1978,7,135, BORDEAUX,735000
3400,maison,1951,6,122, BELIN BELIET,299000
3401,appartement,2010,2,45, BASSENS,155000
3402,maison,3,1,86, BAGAS,162000
3403,appartement,3,2,74, BORDEAUX,409500
3404,appartement,5,4,141, BORDEAUX,1030000
3405,appartement,5,3,116, BLANQUEFORT,281000
3406,maison,6,4,128, ST ANDRE DE CUBZAC,328500
3407,appartement,3,2,65, VILLENAVE D ORNON,315500
3408,maison,12,4,732, PUJOLS,195000
3409,maison,5,4,94, PUJOLS,134500
3410,maison,5,4,120, FLOIRAC,464500
3411,maison,2006,6,330, BORDEAUX,1087000
3412,appartement,3,2,50, BORDEAUX,198000
3413,maison,1985,6,130, LACANAU OCEAN                   ,635000
3414,maison,4,2,93, AMBES,214000
3415,maison,3,1,150, ST ANDRE DE CUBZAC,115000
3416,appartement,1900,4,104, BORDEAUX,382000
3417,appartement,8,1,125, LA TESTE DE BUCH,330000
3418,maison,2012,4,66, SOULAC SUR MER,231000
3419,appartement,1900,3,63, BORDEAUX,255000
3420,appartement,8,5,214, BORDEAUX,708750
3421,maison,4,3,166, LE HAILLAN,599500
3422,maison,5,4,150, BLANQUEFORT,579000
3423,maison,5,4,120, ANDERNOS LES BAINS,528000
3424,maison,3,1,150, BOURG,115000
3425,maison,4,3,93, TARGON,139500
3426,maison,4,2,97, VENDAYS MONTALIVET,173000
3427,maison,6,4,155, BORDEAUX,720000
3428,appartement,2011,4,95, BORDEAUX,599000
3429,maison,1780,10,585, ST EMILION,575000
3430,maison,7,5,185, AUBIAC,314000
3431,maison,2010,8,270, BORDEAUX,1740000
3432,appartement,3,2,63, LE VERDON SUR MER,76000
3433,maison,1800,6,239, TALAIS,499900
3434,maison,1996,7,155, LANTON,450000
3435,maison,1970,8,280, BORDEAUX,832000
3436,maison,1900,6,130, LIBOURNE,280000
3437,maison,13,7,700, BORDEAUX,2650000
3438,appartement,3,2,60, BORDEAUX,339000
3439,maison,2006,3,70, LANTON,267000
3440,maison,1999,5,180, LE TEMPLE,566500
3441,maison,2008,5,288, BOULIAC,1196000
3442,maison,2000,4,91, LE BOUSCAT,347000
3443,appartement,2002,3,63, BORDEAUX,273000
3444,maison,4,3,86, PESSAC,369000
